PARTEI,WAHLKREIS,'29.09.19','15.10.17'
KPÖ,Eggelsberg,8,3
KPÖ,Haigermoos,2,0
KPÖ,Hochburg-Ach,5,6
KPÖ,Lengau,18,5
KPÖ,St.Florian,18,13
KPÖ,Pasching,20,13
KPÖ,Pucking,12,4
KPÖ,Traun,50,77
KPÖ,Bad Kreuzen,4,5
KPÖ,Luftenberg an der Donau,5,17
KPÖ,Waldhausen im Strudengau,4,3
KPÖ,Antiesenhofen,1,0
KPÖ,Ort im Innkreis,1,0
KPÖ,Pattigham,4,0
KPÖ,Reichersberg,1,0
KPÖ,St.Marienkirchen am Hausruck,2,2
KPÖ,Atzesberg,0,0
KPÖ,Bad Goisern am Hallstättersee,42,25
KPÖ,Kirchham,4,2
KPÖ,Laakirchen,25,16
KPÖ,St.Konrad,2,1
KPÖ,Heiligenberg,2,1
KPÖ,Michaelnbach,1,2
KPÖ,Pötting,0,0
KPÖ,Tollet,1,2
KPÖ,Wendling,1,3
KPÖ,Spital am Pyhrn,2,1
KPÖ,Eggendorf im Traunkreis,3,3
KPÖ,Bad Hall,11,10
KPÖ,Gaflenz,2,3
KPÖ,Oberwang,4,3
KPÖ,Rutzenham,3,2
KPÖ,St.Lorenz,5,3
KPÖ,Straß im Attergau,1,4
KPÖ,Weyer,10,13
KPÖ,Altenberg bei Linz,7,9
KPÖ,Haibach im Mühlkreis,5,1
SLP,Perwang am Grabensee,0,0
SLP,Schalchen,1,0
SLP,Tarsdorf,0,0
SLP,Rainbach im Mühlkreis,1,0
SLP,St.Leonhard bei Freistadt,0,0
SLP,Gosau,1,0
SLP,Oberösterreich,310,183
SLP,Wels,11,11
SLP,Lengau,1,0
SLP,Mattighofen,2,0
SLP,Naarn im Machlande,1,0
SLP,Pabneukirchen,0,1
SLP,Auberg,0,0
SLP,Julbach,0,0
SLP,Oepping,0,1
SLP,Pfarrkirchen im Mühlkreis,0,0
SLP,St.Johann am Wimberg,0,0
SLP,St.Oswald bei Haslach,0,0
SLP,Kirchham,0,0
SLP,Gallspach,0,0
SLP,Haag am Hausruck,1,0
SLP,Weibern,0,0
SLP,Steinbach am Ziehberg,0,0
SLP,Steinbach an der Steyr,1,0
SLP,Windischgarsten,0,0
SLP,Schiedlberg,0,0
SLP,Altenberg bei Linz,0,0
SLP,Bad Leonfelden,1,0
SLP,Redleiten,0,0
SLP,Redlham,0,0
SLP,Rutzenham,1,1
SLP,St.Lorenz,0,0
SLP,Tiefgraben,0,0
SLP,Edt bei Lambach,1,0
SLP,Gunskirchen,0,0
SLP,Marchtrenk,3,1
SLP,Kirchschlag bei Linz,0,0
SLP,Pilsbach,0,0
SLP,Schwarzenberg am Böhmerwald,0,0
SLP,Schärding,5,12
SLP,Andorf,0,0
SLP,St.Florian am Inn,0,0
SLP,Suben,0,1
SLP,Aschach an der Steyr,1,0
SLP,Bad Hall,1,0
SLP,Stadl-Paura,0,0
SLP,Steinhaus,0,1
ÖVP,St.Marienkirchen an d. Polsenz,472,430
ÖVP,Linz,42299,40516
KPÖ,St.Marienkirchen bei Schärding,2,4
FPÖ,Linz,24716,43122
FPÖ,Jeging,80,124
KPÖ,Wels,327,362
FPÖ,Fornach,93,161
FPÖ,Nußdorf am Attersee,93,168
FPÖ,Oberhofen am Irrsee,120,226
FPÖ,Ottnang am Hausruck,456,721
FPÖ,Rutzenham,26,41
FPÖ,Schörfling am Attersee,275,514
FPÖ,Timelkam,454,859
FPÖ,Ungenach,151,267
FPÖ,Losenstein,142,230
FPÖ,Pfarrkirchen bei Bad Hall,226,364
FPÖ,Reichraming,160,276
FPÖ,Weyer,378,658
FPÖ,Schenkenfelden,110,180
FPÖ,Attersee,112,174
FPÖ,Klaffer am Hochficht,169,273
FPÖ,Nebelberg,33,72
FPÖ,Oberkappel,42,86
FPÖ,Mayrhof,54,64
FPÖ,Wolfsegg am Hausruck,142,282
FPÖ,Zell am Moos,140,205
FPÖ,Pennewang,100,125
GRÜNE,Munderfing,113,32
GRÜNE,Roßbach,24,8
GRÜNE,Aschach an der Donau,148,58
GRÜNE,Pierbach,28,22
GRÜNE,Altmünster,627,143
GRÜNE,Geretsberg,35,12
GRÜNE,Haigermoos,30,8
GRÜNE,Hochburg-Ach,132,44
GRÜNE,Maria Schmolln,66,12
GRÜNE,Niederneukirchen,132,47
GRÜNE,Langenstein,115,33
GRÜNE,Mauthausen,253,74
GRÜNE,St.Georgen am Walde,52,13
GRÜNE,Aurolzmünster,101,25
GRÜNE,Gurten,31,11
GRÜNE,Neuhofen im Innkreis,138,51
GRÜNE,Obernberg am Inn,51,21
GRÜNE,Arnreit,71,15
GRÜNE,Hofkirchen im Mühlkreis,91,35
GRÜNE,Kirchberg ob der Donau,49,11
GRÜNE,Gschwandt,209,42
GRÜNE,Roitham,79,32
GRÜNE,Heiligenberg,29,7
GRÜNE,Natternbach,99,36
GRÜNE,Pram,106,28
GRÜNE,Rottenbach,51,16
GRÜNE,Steegen,65,19
GRÜNE,Grünburg,148,39
GRÜNE,Inzersdorf im Kremstal,125,34
GRÜNE,Roßleithen,64,24
GRÜNE,Allhaming,71,18
GRÜNE,Hargelsberg,83,22
GRÜNE,Kematen an der Krems,116,34
GRÜNE,St.Roman,44,11
GRÜNE,Wernstein am Inn,48,13
GRÜNE,Adlwang,108,23
GRÜNE,Aschach an der Steyr,189,50
GRÜNE,Manning,67,18
GRÜNE,Redlham,112,28
GRÜNE,Regau,462,131
GRÜNE,Straß im Attergau,56,17
GRÜNE,Rohr im Kremstal,84,13
GRÜNE,Ternberg,170,51
GRÜNE,Engerwitzdorf,799,224
GRÜNE,Gallneukirchen,708,202
GRÜNE,Gramastetten,436,135
GRÜNE,Ottenschlag im Mühlkreis,15,9
GRÜNE,Kleinzell im Mühlkreis,125,32
GRÜNE,Putzleinsdorf,108,20
GRÜNE,St.Veit im Mühlkreis,67,22
GRÜNE,Rohrbach-Berg,351,127
GRÜNE,Zell am Moos,64,17
GRÜNE,Neukirchen bei Lambach,38,13
GRÜNE,Pennewang,53,16
GRÜNE,Pichl bei Wels,195,63
ÖVP,Ostermiething,752,633
ÖVP,Pfaffstätt,246,181
ÖVP,Haibach ob der Donau,337,300
ÖVP,Prambachkirchen,658,612
ÖVP,Sandl,325,286
ÖVP,Bad Zell,780,711
ÖVP,Linz und Umgebung,49869,46210
ÖVP,Traunviertel,53475,47753
ÖVP,Helpfau-Uttendorf,631,553
ÖVP,Allerheiligen im Mühlkreis,328,305
ÖVP,Dimbach,255,255
ÖVP,Grein,564,538
ÖVP,Hohenzell,536,509
ÖVP,Pramet,237,221
ÖVP,Tumeltsham,349,335
ÖVP,Arnreit,376,369
ÖVP,Eschenau im Hausruckkreis,385,331
ÖVP,Meggenhofen,361,355
ÖVP,Peuerbach,1107,430
ÖVP,Edlbach,161,147
ÖVP,Kremsmünster,1226,1190
ÖVP,Ried im Traunkreis,670,601
ÖVP,Roßleithen,397,331
ÖVP,Steinbach an der Steyr,535,503
ÖVP,Kematen an der Krems,511,482
ÖVP,Kirchberg-Thening,389,355
ÖVP,Suben,251,238
ÖVP,Bad Hall,862,818
ÖVP,Berg im Attergau,347,301
ÖVP,Fornach,312,295
ÖVP,Mondsee,585,542
ÖVP,Neukirchen an der Vöckla,622,558
ÖVP,Niederthalheim,256,251
ÖVP,Ottnang am Hausruck,635,649
ÖVP,Pitzenberg,130,124
ÖVP,Schwanenstadt,547,517
ÖVP,Laussa,299,305
ÖVP,Reichraming,243,214
ÖVP,Feldkirchen an der Donau,1089,999
ÖVP,Hellmonsödt,471,431
ÖVP,Oberneukirchen,761,752
ÖVP,Zwettl an der Rodl,377,408
ÖVP,Niederkappel,324,306
ÖVP,Pfarrkirchen im Mühlkreis,478,456
ÖVP,Rohrbach-Berg,1207,1143
ÖVP,Kopfing im Innkreis,512,466
ÖVP,Weyregg am Attersee,313,302
ÖVP,Wolfsegg am Hausruck,344,300
ÖVP,Zell am Moos,373,361
ÖVP,Bad Wimsbach-Neydharting,583,529
ÖVP,Eberstalzell,638,565
ÖVP,Neukirchen bei Lambach,204,202
ÖVP,Pennewang,253,248
SPÖ,Palting,45,75
SPÖ,Eferding,4901,6347
SPÖ,Aschach an der Donau,253,355
SPÖ,Hagenberg im Mühlkreis,320,456
SPÖ,St.Leonhard bei Freistadt,188,207
SPÖ,Altmünster,1080,1583
SPÖ,Linz und Umgebung,49991,67233
SPÖ,Innviertel,19734,27052
SPÖ,Franking,40,72
SPÖ,Bad Kreuzen,91,124
SPÖ,Mauthausen,888,997
SPÖ,Aurolzmünster,229,324
SPÖ,Gurten,98,114
SPÖ,Tumeltsham,74,128
SPÖ,Altenfelden,175,261
SPÖ,Helfenberg,157,142
SPÖ,Hörbich,17,21
SPÖ,Kirchberg ob der Donau,104,142
SPÖ,Grünau im Almtal,256,318
SPÖ,Vorchdorf,822,1084
SPÖ,Bad Schallerbach,388,502
SPÖ,Gaspoltshofen,251,365
SPÖ,Peuerbach,306,252
SPÖ,Pram,127,199
SPÖ,Kirchdorf an der Krems,539,9362
FPÖ,St.Peter am Hart,179,323
FPÖ,Schwand im Innkreis,101,186
FPÖ,Prambachkirchen,318,563
FPÖ,Pregarten,522,775
FPÖ,Tragwein,280,406
FPÖ,Windhaag bei Freistadt,91,210
FPÖ,Altmünster,721,1286
FPÖ,Oberösterreich,147873,239444
FPÖ,Innviertel,27322,42573
FPÖ,Mühlviertel,27201,44188
FPÖ,Höhnhart,164,256
FPÖ,Neuhofen an der Krems,429,788
FPÖ,Niederneukirchen,199,278
FPÖ,Baumgartenberg,230,352
FPÖ,Bad Kreuzen,175,326
FPÖ,Luftenberg an der Donau,374,661
FPÖ,Mauthausen,343,587
FPÖ,St.Georgen am Walde,198,345
FPÖ,St.Thomas am Blasenstein,62,103
FPÖ,Aurolzmünster,374,582
FPÖ,Kirchheim im Innkreis,98,158
FPÖ,Lohnsburg am Kobernaußerwald,275,430
FPÖ,Mettmach,390,578
FPÖ,Neuhofen im Innkreis,225,384
FPÖ,Pramet,137,203
FPÖ,Altenfelden,272,410
FPÖ,Julbach,133,217
FPÖ,Kirchberg ob der Donau,85,173
FPÖ,Gschwandt,258,448
FPÖ,Kirchham,221,344
FPÖ,Obertraun,18,82
FPÖ,Grieskirchen,8483,12965
FPÖ,Heiligenberg,94,146
FPÖ,St.Georgen bei Grieskirchen,137,191
FPÖ,Inzersdorf im Kremstal,183,321
FPÖ,Steinbach an der Steyr,181,342
FPÖ,Asten,648,1091
FPÖ,Hargelsberg,114,177
FPÖ,Hörsching,594,1061
FPÖ,Hofkirchen im Traunkreis,150,280
FPÖ,St.Willibald,178,303
FPÖ,Taufkirchen an der Pram,387,578
KPÖ,Lembach im Mühlkreis,2,1
KPÖ,Neustift im Mühlkreis,1,2
KPÖ,Schwarzenberg am Böhmerwald,0,1
KPÖ,Ulrichsberg,16,7
KPÖ,Enzenkirchen,4,1
KPÖ,Edt bei Lambach,7,5
KPÖ,Fischlham,3,2
KPÖ,Pichl bei Wels,2,5
KPÖ,Sipbachzell,5,3
NEOS,Neukirchen an der Enknach,66,51
NEOS,Treubach,25,11
NEOS,Weng im Innkreis,31,20
NEOS,Hartkirchen,164,113
NEOS,Hinzenbach,70,34
NEOS,Scharten,96,71
NEOS,Traunviertel,10620,7716
NEOS,Feldkirchen bei Mattighofen,39,34
NEOS,Mauthausen,118,145
NEOS,St.Georgen am Walde,42,27
NEOS,St.Georgen an der Gusen,133,89
NEOS,Mörschwang,11,13
NEOS,Hofkirchen im Mühlkreis,45,39
NEOS,Julbach,33,36
NEOS,Kematen am Innbach,41,27
NEOS,Steegen,26,16
NEOS,Kremsmünster,271,229
NEOS,Molln,112,89
NEOS,Schlierbach,129,110
NEOS,Hargelsberg,67,57
NEOS,Hörsching,233,150
NEOS,Garsten,205,154
NEOS,Großraming,88,51
NEOS,Aurach am Hongar,57,22
NEOS,Desselbrunn,58,39
NEOS,Gampern,121,72
NEOS,Nußdorf am Attersee,52,33
NEOS,Ottnang am Hausruck,111,72
NEOS,Rutzenham,10,8
NEOS,St.Lorenz,94,71
NEOS,Timelkam,181,138
NEOS,Vöcklabruck,6083,4151
NEOS,Pfarrkirchen bei Bad Hall,82,58
NEOS,St.Ulrich bei Steyr,103,75
NEOS,Engerwitzdorf,378,297
NEOS,Ottensheim,213,170
NEOS,Klaffer am Hochficht,25,12
NEOS,Niederwaldkirchen,72,61
NEOS,Oberkappel,11,10
NEOS,Putzleinsdorf,69,44
NEOS,Schwarzenberg am Böhmerwald,10,8
NEOS,Freinberg,21,9
NEOS,Kopfing im Innkreis,50,23
NEOS,Mayrhof,14,4
NEOS,Buchkirchen,156,117
NEOS,Krenglbach,148,119
NEOS,Pichl bei Wels,107,71
NEOS,Sattledt,122,79
NEOS,Weißkirchen an der Traun,152,121
SPÖ,Ried im Traunkreis,161,235
SPÖ,Rosenau am Hengstpaß,103,140
SPÖ,Spital am Pyhrn,235,303
SPÖ,St.Aegidi,93,119
SPÖ,Niederthalheim,63,87
SPÖ,Oberndorf bei Schwanenstadt,158,217
SPÖ,Pühret,59,86
SPÖ,Tiefgraben,142,271
SPÖ,St.Ulrich bei Steyr,320,414
SPÖ,Schiedlberg,86,104
SPÖ,Altenberg bei Linz,332,534
SPÖ,Reichenau im Mühlkreis,127,168
SPÖ,St.Gotthard im Mühlkreis,165,199
SPÖ,Walding,505,737
SPÖ,Nebelberg,82,99
SPÖ,St.Ulrich im Mühlkreis,30,56
SPÖ,Enzenkirchen,142,181
SPÖ,Wels-Land,8704,11017
SPÖ,Gunskirchen,648,810
SPÖ,Lambach,314,375
KPÖ,Moosdorf,6,4
KPÖ,Neukirchen an der Enknach,4,2
KPÖ,St.Veit im Innkreis,0,0
KPÖ,Fraham,5,4
KPÖ,Haibach ob der Donau,1,1
KPÖ,Scharten,4,2
KPÖ,Stroheim,1,0
KPÖ,Tragwein,6,12
KPÖ,Waldburg,3,3
KPÖ,Burgkirchen,4,4
KPÖ,Kronstorf,6,4
KPÖ,Oftering,7,11
KPÖ,Wilhering,13,14
KPÖ,Allerheiligen im Mühlkreis,0,1
KPÖ,Baumgartenberg,3,2
KPÖ,Dimbach,2,2
KPÖ,Ried in der Riedmark,13,7
KPÖ,Mörschwang,0,1
KPÖ,St.Martin im Innkreis,1,2
KPÖ,Utzenaich,3,5
KPÖ,Gosau,3,3
KPÖ,Neukirchen am Walde,3,1
KPÖ,Steegen,1,1
KPÖ,Steinbach an der Steyr,1,3
KPÖ,Vorderstoder,1,1
KPÖ,Asten,13,16
KPÖ,St.Willibald,2,3
KPÖ,Steyr-Land,178,182
KPÖ,Adlwang,5,2
KPÖ,Desselbrunn,6,3
KPÖ,Fornach,3,0
KPÖ,Lenzing,13,10
KPÖ,Nußdorf am Attersee,1,2
KPÖ,Oberndorf bei Schwanenstadt,3,1
KPÖ,Pöndorf,4,6
KPÖ,Redleiten,0,1
KPÖ,St.Georgen im Attergau,10,5
KPÖ,Schlatt,1,0
KPÖ,Timelkam,10,11
KPÖ,St.Ulrich bei Steyr,5,4
KPÖ,Schiedlberg,5,1
KPÖ,Wolfern,4,7
KPÖ,Engerwitzdorf,10,26
KPÖ,Ottenschlag im Mühlkreis,2,2
KPÖ,Reichenthal,4,6
SLP,Neukirchen an der Enknach,0,0
SLP,St.Georgen am Fillmannsbach,0,0
SLP,Fraham,1,0
SLP,Kaltenberg,0,0
SLP,Lasberg,1,0
SLP,Pregarten,3,0
SLP,Unterweitersdorf,0,0
SLP,Gilgenberg am Weilhart,0,0
SLP,Allerheiligen im Mühlkreis,0,0
SLP,Grein,2,1
SLP,St.Georgen an der Gusen,1,0
SLP,Windhaag bei Perg,0,1
SLP,Gurten,0,0
SLP,Kirchdorf am Inn,0,0
SLP,Lohnsburg am Kobernaußerwald,0,0
SLP,Obernberg am Inn,0,0
SLP,Pramet,1,0
SLP,St.Martin im Innkreis,0,0
SLP,Senftenbach,0,0
SLP,Nebelberg,0,0
SLP,Putzleinsdorf,0,0
SLP,Pinsdorf,1,0
SLP,Vorchdorf,1,1
SLP,Aistersheim,0,0
SLP,Gaspoltshofen,1,1
SLP,Meggenhofen,0,0
SLP,Neumarkt im Hausruckkreis,0,0
SLP,Waizenkirchen,0,0
SLP,Nußbach,0,0
SLP,Oberschlierbach,0,0
SLP,Linz-Land,29,17
SLP,Asten,2,0
SLP,Niederneukirchen,1,0
SLP,St.Ulrich bei Steyr,2,0
SLP,Alberndorf in der Riedmark,0,0
SLP,Puchkirchen am Trattberg,0,0
SLP,Pühret,0,0
SLP,Bad Wimsbach-Neydharting,1,0
SLP,Pichl bei Wels,0,0
SLP,Schenkenfelden,0,0
SLP,Attersee,0,0
SLP,Fornach,0,0
SLP,Oberhofen am Irrsee,0,0
SLP,Oberndorf bei Schwanenstadt,0,0
SLP,St.Peter am Wimberg,0,0
SLP,Engelhartszell,0,0
SLP,Enzenkirchen,0,0
SLP,Freinberg,0,1
SLP,St.Aegidi,0,0
SLP,St.Roman,0,0
GRÜNE,St.Marienkirchen bei Schärding,57,12
NEOS,Wels,3579,2571
NEOS,Jeging,17,12
FPÖ,Frankenmarkt,323,591
FPÖ,Innerschwand,58,137
FPÖ,Neukirchen an der Vöckla,288,454
FPÖ,Pilsbach,44,88
FPÖ,Schlatt,111,210
FPÖ,Vöcklabruck,15066,24757
FPÖ,Schiedlberg,84,144
FPÖ,Altenberg bei Linz,330,503
FPÖ,Reichenau im Mühlkreis,98,199
FPÖ,Sonnberg im Mühlkreis,82,142
FPÖ,Walding,233,442
FPÖ,Kollerschlag,201,287
FPÖ,Niederwaldkirchen,147,233
FPÖ,Pfarrkirchen im Mühlkreis,124,241
FPÖ,St.Oswald bei Haslach,49,66
FPÖ,St.Veit im Mühlkreis,130,199
FPÖ,Sarleinsbach,201,331
FPÖ,Aigen-Schlägl,272,462
FPÖ,Rohrbach-Berg,401,717
FPÖ,Andorf,747,1131
FPÖ,Freinberg,107,165
FPÖ,Zell am Pettenfirst,104,177
FPÖ,Bachmanning,67,113
FPÖ,Krenglbach,318,486
GRÜNE,Ostermiething,141,50
GRÜNE,St.Radegund,37,17
GRÜNE,Haibach ob der Donau,61,23
GRÜNE,Handenberg,54,8
GRÜNE,Wilhering,556,153
GRÜNE,Perg,5250,1417
GRÜNE,Arbing,101,24
GRÜNE,Klam,35,9
GRÜNE,Geiersberg,26,10
GRÜNE,Peterskirchen,29,10
GRÜNE,Hörbich,24,2
GRÜNE,Gosau,53,11
GRÜNE,Traunkirchen,141,37
GRÜNE,Eschenau im Hausruckkreis,39,13
GRÜNE,Kallham,133,28
GRÜNE,Michaelnbach,50,11
GRÜNE,Neukirchen am Walde,76,31
GRÜNE,Neumarkt im Hausruckkreis,59,15
GRÜNE,Peuerbach,238,50
GRÜNE,Schlüßlberg,171,52
GRÜNE,Taufkirchen an der Trattnach,105,23
GRÜNE,Hinterstoder,39,9
GRÜNE,Klaus an der Pyhrnbahn,37,9
GRÜNE,Ried im Traunkreis,123,44
GRÜNE,Asten,246,65
GRÜNE,St.Aegidi,63,21
GRÜNE,Schärding,3440,1039
GRÜNE,Bad Hall,263,85
GRÜNE,Gaflenz,99,19
GRÜNE,Attnang-Puchheim,351,118
GRÜNE,Fornach,43,8
GRÜNE,Unterach am Attersee,73,14
GRÜNE,Vöcklamarkt,301,72
GRÜNE,Maria Neustift,58,10
GRÜNE,Reichraming,74,19
GRÜNE,St.Ulrich bei Steyr,190,58
GRÜNE,Schiedlberg,51,9
GRÜNE,Weyer,239,65
GRÜNE,Goldwörth,60,24
GRÜNE,Hellmonsödt,184,49
GRÜNE,Steyregg,329,89
GRÜNE,Zwettl an der Rodl,194,73
GRÜNE,Ampflwang im Hausruckwald,137,29
GRÜNE,Niederkappel,30,11
GRÜNE,St.Oswald bei Haslach,18,7
GRÜNE,Dorf an der Pram,36,7
GRÜNE,Engelhartszell,42,14
GRÜNE,Kopfing im Innkreis,75,23
GRÜNE,Riedau,95,31
GRÜNE,Fischlham,63,15
GRÜNE,Lambach,144,45
GRÜNE,Sattledt,77,15
ÖVP,Perwang am Grabensee,263,234
ÖVP,Polling im Innkreis,221,185
ÖVP,St.Radegund,217,215
ÖVP,Treubach,181,172
ÖVP,Ueberackern,130,137
ÖVP,Weng im Innkreis,296,293
ÖVP,Alkoven,986,834
ÖVP,Scharten,375,361
ÖVP,Stroheim,495,422
ÖVP,Freistadt,20054,18003
ÖVP,Grünbach,418,418
ÖVP,Hirschbach im Mühlkreis,301,311
ÖVP,Schönau im Mühlkreis,649,539
ÖVP,Weitersfelden,308,303
ÖVP,Oberösterreich,310611,280595
ÖVP,Haigermoos,174,155
ÖVP,Maria Schmolln,407,347
ÖVP,Leonding,3713,3553
ÖVP,Piberbach,352,333
ÖVP,St.Georgen an der Gusen,662,589
ÖVP,Saxen,373,340
ÖVP,Eitzing,191,167
ÖVP,Obernberg am Inn,207,159
ÖVP,Pattigham,212,215
ÖVP,Senftenbach,157,151
ÖVP,Utzenaich,348,348
ÖVP,Haslach an der Mühl,527,510
ÖVP,Julbach,365,338
ÖVP,Bad Goisern am Hallstättersee,1023,811
ÖVP,Kirchham,567,531
ÖVP,Grieskirchen,17319,16109
ÖVP,Gaspoltshofen,594,582
ÖVP,Haag am Hausruck,407,418
ÖVP,Waizenkirchen,938,879
ÖVP,Rosenau am Hengstpaß,102,97
ÖVP,Steinbach am Ziehberg,206,195
ÖVP,Hargelsberg,301,292
ÖVP,St.Roman,563,469
ÖVP,Waldkirchen am Wesen,341,339
ÖVP,Zell an der Pram,482,496
ÖVP,Großraming,588,592
ÖVP,Attnang-Puchheim,780,704
ÖVP,Frankenmarkt,733,699
ÖVP,Oberndorf bei Schwanenstadt,249,223
ÖVP,Puchkirchen am Trattberg,225,238
ÖVP,Regau,1161,1004
ÖVP,Rutzenham,82,69
ÖVP,Schörfling am Attersee,487,461
ÖVP,Seewalchen am Attersee,905,796
ÖVP,Timelkam,909,781
ÖVP,Vöcklamarkt,996,947
ÖVP,Schiedlberg,389,398
ÖVP,Wolfern,731,684
ÖVP,Goldwörth,210,190
ÖVP,Herzogsdorf,666,629
ÖVP,Puchenau,715,755
ÖVP,Reichenthal,435,388
ÖVP,Steyregg,830,761
ÖVP,Ampflwang im Hausruckwald,442,377
ÖVP,Kollerschlag,457,422
ÖVP,Lembach im Mühlkreis,359,360
ÖVP,Oberkappel,209,196
ÖVP,Putzleinsdorf,440,464
ÖVP,St.Martin im Mühlkreis,924,902
ÖVP,Diersbach,376,357
ÖVP,Dorf an der Pram,325,316
SPÖ,Moosbach,50,82
SPÖ,Moosdorf,205,254
SPÖ,Polling im Innkreis,61,104
SPÖ,St.Radegund,13,29
SPÖ,Alkoven,915,1178
SPÖ,Fraham,273,411
SPÖ,Grünbach,185,265
SPÖ,Bad Zell,244,343
SPÖ,Hausruckviertel,43537,56535
SPÖ,Handenberg,62,105
SPÖ,Piberbach,209,282
SPÖ,Pucking,444,589
SPÖ,Mitterkirchen im Machland,196,211
SPÖ,Naarn im Machlande,451,564
SPÖ,Ried in der Riedmark,692,851
SPÖ,St.Thomas am Blasenstein,52,73
SPÖ,Lambrechten,64,85
SPÖ,Mettmach,172,226
SPÖ,Neuhofen im Innkreis,210,293
SPÖ,Schildorn,104,136
SPÖ,Atzesberg,35,37
SPÖ,Bad Goisern am Hallstättersee,1284,1484
SPÖ,Hallstatt,171,224
SPÖ,Roitham,228,253
SPÖ,St.Konrad,125,161
SPÖ,Grieskirchen,7176,9477
SPÖ,Rottenbach,89,100
FPÖ,Neukirchen an der Enknach,270,413
FPÖ,Roßbach,130,205
FPÖ,St.Johann am Walde,221,377
FPÖ,Ueberackern,53,85
FPÖ,Weng im Innkreis,201,286
FPÖ,Scharten,292,415
FPÖ,Stroheim,186,306
FPÖ,Neumarkt im Mühlkreis,239,423
FPÖ,Steyr,6259,10770
FPÖ,Aspach,293,448
FPÖ,Auerbach,91,123
FPÖ,St.Florian,465,779
FPÖ,Wilhering,332,648
FPÖ,Grein,260,437
FPÖ,Naarn im Machlande,327,602
FPÖ,Antiesenhofen,119,176
FPÖ,Geiersberg,58,86
FPÖ,Geinberg,136,242
FPÖ,Obernberg am Inn,153,275
FPÖ,Pattigham,123,157
FPÖ,Peterskirchen,79,114
FPÖ,Reichersberg,162,284
FPÖ,Schildorn,102,181
FPÖ,Bad Goisern am Hallstättersee,584,1184
FPÖ,Hallstatt,32,73
FPÖ,St.Konrad,110,153
FPÖ,Gaspoltshofen,422,678
FPÖ,Kallham,256,407
FPÖ,Kematen am Innbach,216,321
FPÖ,Steegen,107,174
FPÖ,Taufkirchen an der Trattnach,271,430
FPÖ,Waizenkirchen,396,581
FPÖ,Oberschlierbach,29,61
FPÖ,Spital am Pyhrn,267,421
FPÖ,Wartberg an der Krems,260,431
FPÖ,Linz-Land,13863,22806
FPÖ,Allhaming,112,171
FPÖ,Sigharting,124,195
FPÖ,Vichtenstein,67,117
FPÖ,Zell an der Pram,181,281
FPÖ,Aschach an der Steyr,201,275
FPÖ,Attnang-Puchheim,620,1027
KPÖ,Walding,13,17
KPÖ,Ampflwang im Hausruckwald,8,1
KPÖ,Oberkappel,0,0
KPÖ,Peilstein im Mühlviertel,1,0
KPÖ,Pfarrkirchen im Mühlkreis,0,1
KPÖ,St.Veit im Mühlkreis,2,2
KPÖ,Dorf an der Pram,5,0
KPÖ,Wels-Land,180,191
KPÖ,Gunskirchen,9,14
KPÖ,Neukirchen bei Lambach,5,1
KPÖ,Offenhausen,5,2
KPÖ,Pennewang,2,3
KPÖ,Steinerkirchen an der Traun,4,5
KPÖ,Steinhaus,1,2
NEOS,Palting,26,15
NEOS,St.Peter am Hart,58,59
NEOS,Leopoldschlag,31,16
NEOS,Pregarten,181,142
NEOS,Rainbach im Mühlkreis,92,74
NEOS,Windhaag bei Freistadt,49,24
NEOS,Hausruckviertel,15508,10521
NEOS,Altheim,121,108
NEOS,Burgkirchen,71,45
NEOS,Franking,29,20
NEOS,Geretsberg,39,24
NEOS,Haigermoos,14,9
NEOS,Hochburg-Ach,77,62
NEOS,Kirchberg bei Mattighofen,39,33
NEOS,Oftering,84,48
NEOS,Pasching,360,209
NEOS,Baumgartenberg,45,37
NEOS,Saxen,51,45
NEOS,Ried im Innkreis,346,1925
NEOS,Aurolzmünster,65,53
NEOS,Geinberg,28,18
NEOS,Mehrnbach,44,46
NEOS,Mühlheim am Inn,12,10
NEOS,Pinsdorf,131,95
NEOS,Grieskirchen,2843,1844
NEOS,Kallham,60,55
NEOS,Meggenhofen,62,44
NEOS,Neukirchen am Walde,59,26
NEOS,Neumarkt im Hausruckkreis,24,39
NEOS,St.Agatha,70,38
NEOS,Tollet,44,29
NEOS,Wendling,17,15
NEOS,St.Pankraz,9,5
NEOS,Steinbach am Ziehberg,32,33
NEOS,Ansfelden,369,216
NEOS,Waldkirchen am Wesen,32,17
NEOS,Zell an der Pram,46,38
NEOS,Berg im Attergau,23,21
NEOS,Pühret,22,9
NEOS,Redleiten,10,5
NEOS,Steinbach am Attersee,26,25
NEOS,Laussa,25,18
NEOS,Maria Neustift,57,26
NEOS,Ternberg,106,100
NEOS,Waldneukirchen,77,69
NEOS,Gallneukirchen,275,241
NEOS,Kleinzell im Mühlkreis,57,34
NEOS,Aichkirchen,25,20
SPÖ,St.Pankraz,31,36
SPÖ,Schlierbach,232,340
SPÖ,Steinbach an der Steyr,220,250
SPÖ,Windischgarsten,254,362
SPÖ,Ansfelden,2130,2474
SPÖ,Hofkirchen im Traunkreis,212,307
SPÖ,St.Roman,52,90
SPÖ,Wernstein am Inn,134,183
SPÖ,Fornach,45,65
SPÖ,Frankenmarkt,336,416
SPÖ,Lenzing,820,978
SPÖ,Mondsee,152,285
SPÖ,Ottnang am Hausruck,434,580
